ExperimentName,Subject,Session,Age,ClockInformation,DataFileBasename,DisplayRefreshRate,ExperimentVersion,FirstLanguage,Group,Occupation,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,Sex,StudioVersion,Block,BlockList,BlockListCycle,BlockListSample,ProcedureBlock,RunningBlock,Trial,CrossLangDiff,Form_Form_Chinese,Form_Form_English,Form_Form_Spanish,HumanORComputer,MetaphorID,Novelty_Chinese,Novelty_European,PracList,PracListCycle,PracListSample,ProcedureTrial,Q1OnsetTime,Q1RESP,Q1RT,Q1RTTime,Q2RESP,Q2RT,Q2RTTime,Q3RESP,Q3RT,Q3RTTime,Q4RESP,Q4RT,Q4RTTime,RunningTrial,Stimuli,TrialList,TrialListCycle,TrialListSample
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,11,1,2,2,1,0,18,2,1,NA,NA,NA,TrialProc,410238,Yes,3498,413736,2,1627,415392,4,2020,417440,0,2453,419912,TrialList,宗教是一种著名的艺术。,18,1,11
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,12,0,2,2,2,1,60,1,1,NA,NA,NA,TrialProc,424146,Yes,3518,427664,1,958,428648,3,4596,433272,0,342,433632,TrialList,教育是一个发光的灯笼。,60,1,12
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,13,0,1,1,2,0,30,2,2,NA,NA,NA,TrialProc,438188,Yes,1459,439647,1,1044,440719,3,1398,442143,0,3097,445263,TrialList,音乐是温暖的光。,30,1,13
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,14,0,2,1,2,0,28,2,2,NA,NA,NA,TrialProc,449404,Yes,6091,455495,1,1108,456631,3,3348,460007,0,611,460647,TrialList,爱情是闪闪发光的彩虹。,28,1,14
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,15,1,1,3,2,0,40,3,2,NA,NA,NA,TrialProc,466639,Yes,3351,469990,1,1886,471902,3,1309,473230,0,627,473886,TrialList,疼痛是一种诱人的美。,40,1,15
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,16,0,1,1,2,0,44,3,3,NA,NA,NA,TrialProc,478474,Yes,4764,483238,1,1007,484262,2,5194,489469,0,723,490213,TrialList,阻力是变暖的光。,44,1,16
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,17,0,1,1,2,0,33,2,2,NA,NA,NA,TrialProc,494438,Yes,4775,499213,1,1337,500573,3,2335,502925,0,458,503405,TrialList,编程是一个珍贵的艺术品。,33,1,17
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,18,0,2,1,1,0,7,1,1,NA,NA,NA,TrialProc,507628,Yes,6153,513781,2,1368,515164,4,1325,516508,1,1587,518124,TrialList,语言是一种著名的艺术。,7,1,18
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,19,0,1,1,2,0,32,2,2,NA,NA,NA,TrialProc,523191,Yes,4949,528140,2,977,529132,4,2878,532036,0,762,532812,TrialList,技术是温暖的光。,32,1,19
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,20,0,1,2,2,0,16,2,2,NA,NA,NA,TrialProc,538001,No,4018,542019,NA,0,0,2,3788,545835,0,793,546651,TrialList,权力是一种温暖的光。,16,1,20
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,21,0,2,1,1,0,8,3,3,NA,NA,NA,TrialProc,551274,No,2609,553883,NA,0,0,1,1912,555811,0,1133,556971,TrialList,战争是温柔的爱。,8,1,21
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,22,0,1,2,2,0,46,1,1,NA,NA,NA,TrialProc,563477,Yes,4157,567634,3,1106,568762,5,1874,570650,1,3321,573986,TrialList,想象是一种有吸引力的美。,46,1,22
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,23,0,1,1,2,0,21,2,2,NA,NA,NA,TrialProc,577987,Yes,3783,581770,2,1324,583122,4,1794,584930,0,348,585306,TrialList,教学是温暖的光。,21,1,23
Tweet_Rating_Chinese_Right,43,1,18-30,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3312890</Frequency><Timestamp dt:dt=""r8"">38967280877</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2015-05-26T11:04:15Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Tweet_Rating_Chinese_Right-43-1,59.822,1.0.0.374,中文,1,研究生,313235464,Professional,2.0.10.353,2.0.10.353,05-26-2015,2015-05-26T11:04:00Z,12:04:15.000000,女,2.0.10.248,4,4,1,4,BlockProc,BlockList,24,1,1,1,2,0,17,3,2,NA,NA,NA,TrialProc,589404,Yes,1206,590610,2,1785,592410,4,1131,593561,0,290,593873,TrialList,创作是温暖的光。,17,1,24
